NUMBERS;NAME;GROUP;DESCRIPTION;STATUS
E635;Disodium 5'-ribonucleotides;flavour enhancer;Ribonucleotides are a mixture of guanylates and inosinates. Guanylates and inosinates are guanylic salts and inosinic acid. These natural acids can be produced using transgenic technologies.    In small doses, no secondary effect was found. In large doses can cause: hyperactivity, irritation of mucous membranes, insomnia, allergies and is recommended to avoid in patients who have kidney diseases. The nucleotides are commercially obtained from Torula yeast cells. The Torula yeast is grown in alcohol. if the Torula yeast grown in sugarcane and sodium inosinate is obtained from it, then it is Halal. But sometimes the yeast is grown in pigs, in this case it is Haram. For this reason it is Mushbooh.;Doubtful, should be certified
E636;Maltol;flavour enhancer;Natural maltol is found in the bark of young larches, pine needles, chicory and wood tars. Maltol is produced by synthesis for use in perfumery and aromatic foods. In low doses no side effects have been found. But in large doses can cause benign abdominal pain. There are reports where there is a carcinogenic risk.;Halal
E637;Ethyl maltol;flavour enhancer;The ethyl maltol is derived from ethylenically Maltol (E636), being 6 times sweeter than maltol itself. Natural maltol is found in the bark of young larches, pine needles, chicory and wood tars. Maltol is produced by synthesis for use in perfumery and aromatic foods. In low doses no side effects have been found. But in large doses can cause benign abdominal pain. There are reports where there is a carcinogenic risk.;Halal
E640;Glycine and its sodium salt;flavour enhancer;Glycine is a non-essential amino acid found in many proteins and is abundant in gelatin (E428), sugar cane, peanuts, almonds, meat and fish. In particular, it plays a neurotransmitter role in the central nervous system. Discovered in 1820 by boiling gelatin and sulfuric acid (E513), the commercial production is synthetic and diversified. To date, no side effects are known. The glycine can come from plant origin (from a plant) in this case is Halal. But at other times it may come from animal origin (not sacrificed in the name of Allah), in this case it is Haram. For this reason it is Mushbooh.;Doubtful, should be certified
E641;l-leucine;flavour enhancer;Leucine is an essential amino acid with a sweet taste found in wheat germs, potatoes, fish tuna, meat and peanuts. The control of blood glucose is one of its many functions. It can be manufactured in various ways, including by isolation of gluten, casein or keratin (animal proteins), by hydrolysis of proteins (edestine, hemoglobin, zein) by bromination followed by amination of isocaproic acid from hydantoin. In low doses, no side effects have been found, but in large doses it can cause stomach upset, prevent the absorption of other amino acids and cause an increase in ammonia levels in the blood, which can be toxic to the liver and kidneys. This additive can be of vegetable origin, in this case it is Halal. But sometimes it may come from animal origin, in this case it is Haram. For this reason it is Mushbooh.;Doubtful, should be certified
E650;Zinc acetate;flavour enhancer;Acetates are the salts of acetic acid E260, which are chemically bound to the latter with potassium, sodium, calcium, ammonia or zinc to form acetates. Zinc acetate is generally reported without known danger, in the dosage of food. Some authors recommend caution. It is used in chewing gum to freshen breath and fight bacterial plaque. It is also used as a dietary supplement, in cold packs and in the treatment of acne.;Halal
E701;Tetracyclines;antibiotic;Substance from a golden-colored, fungus-like, soil-dwelling bacterium named Streptomyces aureofaciens.;Halal
E702;Chlortetracycline;antibiotic;Product of actinobacteria.;Halal
E703;Oxytetracycline;antibiotic;Product of actinobacteria.;Halal
E704;Oleandomycin;antibiotic;Synthesized from strains of Streptomyces antibioticus bacteria.;Halal
E705;Penicillin G potassium;antibiotic;Derived from Penicillium fungi.;Halal
E706;Penicillin G sodium;antibiotic;Derived from Penicillium fungi.;Halal
E707;Penicillin G procaine;antibiotic;Derived from Penicillium fungi.;Halal
E708;Penicillin G benzathine;antibiotic;Derived from Penicillium fungi.;Halal
E710;Spiramycins;antibiotic;Spiramycins are a class of antibiotics, produced by the mould Streptomyces ambofaciens.;Halal
E712;Flavomycin;antibiotic;Complex of antibiotics obtained from Streptomyces bambergiensis bacteria.;Halal
E713;Tylosin;antibiotic;Tylosin is an antibiotic, produced by the mould Streptomyces fradiae.;Halal
E714;Monensin A;antibiotic;Polyether antibiotic isolated from Streptomyces cinnamonensis bacteria.;Halal
E715;Avoparcin;antibiotic;Glycopeptide antibiotic, a class of drugs of microbial origin.;Halal
E716;Salinomycin;antibiotic;Cloned and sequenced the biosynthetic cluster responsible for salinomycin production, from Streptomyces albus bacteria.;Halal
E900;Dimethyl polysiloxane (anti-foaming agent);anti-caking agent;It is obtained by hydrolysis and polycondensation of dichlorodimethylsilane and chlorotrimethylsilane. (It is used especially in breast implants). It is divided into 2 classes: Polydimethylsiloxane and Polymethylphenylsiloxane. It is also used in treatment for hair and in pharmaceutic products. In low doses no side effects have been found. But in large doses can cause kidney problems, liver and nervous system. There are reports where there is a carcinogenic risk.;Halal
E901;Beeswax, white and yellow;glazing agent;Beeswax is the particular wax secreted by honey bees, which they use to build honeycombs. Beeswax can initially contain impurities because it has a strong affinity for industrial pollutants and pesticides. It is divided into 2 classes: White Beeswax and Yellow Beeswax.    In low doses, no side effects have been found. But it must be said that in some cases this substance is not reabsorbed by the body, difficult to digest. And also the allergy is sometimes reported at the level of cosmetics with this substance.;Halal
E902;Candelilla wax;glazing agent;Natural substance extracted from the leaves and stems of the bushes Euphorbia antisyphilitica (candelilla) and Euphorbia cerifera, mainly from the desert of northern Mexico. The wax is extracted by treatment with sulfuric acid and, naturally, contains almost 50% of hydrocarbons. No side effects were found.;Halal
E903;Carnauba wax;glazing agent;Carnauba wax comes from the leaves of a palm tree located partially in northeastern Brazil, Copernicia prunifera. This wax is obtained by threshing the leaves, followed by refining and sometimes fading.    In low doses, no side effects have been found. But it must be said that in some cases it can cause small allergic reactions. Carnauba wax is also widely used in cosmetics and can cause eczema.;Halal
E904;Shellac;glazing agent;The Shellac is a lacquer that results from the secretion of an Asian cochineal, Kerria lacca. The resin obtained is yellow red amber, generally supplied in the form of flakes that dissolve in 95 ° alcohol. The mixture obtained can be used in the manufacture of cabinets or in the manufacture of violins for varnishing wood. Other applications are the food industry, pharmaceutical products, the manufacture of adhesives or inks. It is divided into 2 classes: White Lacquer Gum and Orange Lacquer Gum. No side effects have been found. But sometimes they are suspected to be allergenic. It has an allergenic potential by contact, with proven cases of allergic reactions when used as a cosmetic ingredient.;Doubtful, should be certified
E905;Paraffins;Glazing agent and sweetener;The paraffins are now obtained in oil refineries. They do not stick. They are not a binder, unlike beeswax (E901) and some vegetable waxes. Microcrystalline wax is produced from waste when motor oils are conditioned. White, odorless wax is used as an ointment base or as a preservative for metal objects. No side effects have been found in low doses. But in some cases there may be some difficulty in the absorption of many nutrients, minerals and vitamins. Beware of pregnant women, it is better to avoid it. It is known that the additive contains traces of at least one polycyclic aromatic hydrocarbon (PAH), benzo (a) pyrene, which is very toxic.;Halal
E905a;Mineral oil;anti-foaming agent;A mineral oil is a mixture derived from the distillation of certain fossil fuels. It is obtained by distillation of coal, oil or certain oil shales and serves mainly as a lubricant for mechanical parts of machines and engines. Outside the U.E., it is sometimes used in the food industry, especially in confectionery. According to the US FDA UU (2015), the mineral oil that is eaten in or near meals interferes with the absorption of provitamin A and the fat-soluble vitamins A, D and K, and consequently with the use of calcium and phosphorus. , exposing itself to diseases related to deficiencies. The mineral oils of aromatic hydrocarbons can be mutagenic and carcinogenic. Daily intake: Up to 20 mg kg of body weight.;Halal
E905b;Petrolatum;Glazing agent and sweetener;Vaseline, as paraffin, an oil distillate. Its composition depends on the source of the oil and the refining process. The highly refined categories are used in pharmacy and cosmetics. The less refined categories are used industrially and may contain impurities such as polycyclic aromatic carcinogens. A laxative effect is possible. It can irritate or interfere with digestion, inhibit the absorption of fats and fat-soluble vitamins. It can be dangerous in high doses. A contact allergy (dermatitis) is possible.;Halal
E905c;Petroleum wax (i)Microcrystalline wax (ii) Paraffin wax;glazing agent;The paraffins are now obtained in oil refineries. They do not stick. They are not a binder, unlike beeswax (E901) and some vegetable waxes. Microcrystalline wax is produced from waste when motor oils are conditioned. White, odorless wax is used as an ointment base or as a preservative for metal objects. No side effects have been found in low doses. But in some cases there may be some difficulty in the absorption of many nutrients, minerals and vitamins. Beware of pregnant women, it is better to avoid it. It is known that the additive contains traces of at least one polycyclic aromatic hydrocarbon (PAH), benzo (a) pyrene, which is very toxic.;Halal
E906;Gum benzoic;flavour enhancer;Benzoin resin is a reddish brown solid with a vanilla odor, it is a balsamic resin obtained from the bark of several Styrax tree species. It is used in perfumes, certain types of incense and in medicine (see benzoin tincture). Its main component is often benzoic acid. No secondary effect was found. It is unlikely that the pure substance and or its dye will cause irritation, allergy or contact dermatitis. The E906 additive is rarely used as a food additive. It is used in cosmetics, perfumery and pharmaceuticals.;Halal
E907;Crystalline wax;glazing agent;The E907 is obtained from oil. It is a mixture of hydrocarbons synthesized from pure 1-Decene. Polydecene is also found in motor oils for automobiles, cosmetics, shampoos, lipsticks and some pharmaceutical products, such as skin care creams and anti-odor bars. This additive toxicity is high because in high doses can cause poor absorption of vitamins and minerals. It can cause hemorrhages in pregnant women. Recent WHO studies showed that traces of mineral oils were found in the liver and lymph.;Doubtful, should be certified
E908;Rice bran wax;glazing agent;Rice bran wax is a vegetable wax extracted from rice bran oil (Oryza sativa). Its main components are aliphatic acids (wax acids) and esters. Rice bran oil is obtained by making white or polished rice (which is actually the endosperm of Oryza sativa L., grass seed). A refined wax extracted from rice bran. The refining involves one or more chemical treatments and the consequent loss of nutritional intake. The use of solvents during the production process also implies the presence of residual traces generally toxic. Rice bran wax is found in a variety of uses such as paper coating, textiles, fruit and vegetable coatings, pharmaceuticals, chewing gum and cosmetics.;Halal
E909;Spermaceti wax;glazing agent;The white of the whale is a white substance in the head of certain cetaceans, like the sperm whale. The corresponding organ is called the spermaceti organ. It is extracted from the spermaceti oil by crystallization during a pressure treatment and an alkaline chemical solution. Due to its properties, the target of the whale was very sought after for the realization of candles, soaps, cosmetics, lubricants or similar pharmaceutical excipients.;Doubtful, should be certified
E910;Wax esters;glazing agent;Esters of a fatty acid and a long-chain alcohol. These oils have properties similar to those of triglycerides, but they are not digestible. They are found in some fish like the orange clock. Wax esters are also found in certain plants, especially in jojoba, and in some bacteria, such as certain Acinetobacter, in which they are used as energy reserves. Currently no side effects have been found. If its origin is of fatty acid in this case it is Haram. But if its origin is of plants in this case it is Halal. For this reason it is Mushbooh.;Doubtful, should be certified
E911;Methyl esters of fatty acids;glazing agent;The methyl esters of the fatty acids are organic aliphatic esters prepared essentially by reaction of a carboxylic acid (derived from natural fats and oils) and methanol. They consist of fatty acids of animal or vegetable origin. They are used indirectly in a wide range of foods, pharmaceuticals, cosmetics and industrial applications, especially as diesel biofuels or biodiesel. No one has been able to participate at this time. It can be derived from vegetable oils such as rapeseed and, therefore, a transgenic biotechnology. This additive may come from vegetable origin, in this case it is halal. But at other times it may come from animals (not sacrificed in the name of Allah), in this case it is Haram. For this reason it is Mushbooh.;Doubtful, should be certified
E912;Montanic acid esters, Montan acid esters;glazing agent;Esters of montanic acid (a saturated fatty acid) are derived from a chemical preparation of mountain wax, extracted by a solvent, found in lignite (brown coal). The esterification is carried out using ethylene glycol, 1,3-butanediol or triols. In 2013, given the limitations of toxicological data, the Scientific Committee of EFSA concluded that the additive could not be evaluated Some sources report it as acceptable or without known side effects. But there are some sources that report it as an additive to avoid, suspected of being allergic and carcinogenic. The origin of this additive can be vegetable, in this case it is halal. But on other occasions it can come from animal (not sacrificed in the name of Allah), in this case it is Haram. For this reason it is Mushbooh.;Halal
E913;Lanolin, sheep wool grease;glazing agent;A yellow fat secreted by the sebaceous glands of the sheep and extracted from their wool. Used as an emollient, cosmetic and pharmaceutical auxiliary. This complex mixture of esters of alcohols and fatty acids is chemically classified as wax and naturally serves as a waterproofing agent for wool animals. It is used as a glaze in some traditional sweets, and to give a bright coating to candies and chewing gum. It is also used to produce vitamin D3, natural cosmetics, balms, moisturizing ointments, emollient products, lipsticks, cocoa, lip repair and extra moisturizing creams. Its toxicity is very low, although in some cases it can cause allergic reactions of small intensity. There is little information about its use in food. The origin of this additive is animal, specifically sheep. In the case of being in a Muslim state it is Halal since this animal has been sacrificed in the name of Allah. But in the case of this in a non-Muslim state it is possible that this animal is not sacrificed in the name of allah, in this case it is Haram. For this reason it is Mushbooh.;Halal
E914;Oxidized polyethylene wax, oxidized polyethylene;glazing agent;Synthetic product of petrochemical origin. Polyethylene is a milky, firm and flexible translucent plastic prepared by the polymerization of liquid ethylene. Wash hands thoroughly after peeling the fruit treated with this additive. Poor absorption of vitamins and minerals. It can cause bleeding in pregnant women if large amounts are consumed. In 1991, studies by FAO and WHO showed that there were traces of mineral oils in the liver and lymph, and in 1995 this same Committee showed that certain lesions could be observed in rats as well as in humans due to residues of said oils The pure substance (powder form) shows some signs of carcinogenic activity in laboratory animals, but it is not classified as carcinogenic in humans.;Halal
E915;Esters of colophony;glazing agent;Rosin is the solid residue obtained after the distillation of turpentine, oleoresin, a substance extracted from coniferous trees and, in particular, pine (genus Pinus). The toxicology of pure rosin is not fully studied. Colophony is an irritant and allergen for the skin (dermatitis) and respiratory tract (asthma), in pure form or by its degradation products, without the mechanisms of action are still well known. Pure rosin is dangerous by ingestion, it can be toxic to the lungs and skin. The ester of rosin is used in the manufacture of beverages and chewing gum, in the coatings industry (manufacture of lacquers, paints, varnishes), pharmaceuticals (see rosin) and cosmetics.;Doubtful, should be certified
E916;Calcium iodate;Glazing agent and sweetener;Calcium salt of iodine acid, prepared by passing chlorine in a solution of hot lime containing dissolved iodine. Iodines are used particularly in medicine for iodine deficiency, the treatment of goiter and the protection of the thyroid in the radioactive perimeters. Possible nausea at therapeutic doses. To date, iodates are not listed as food additives (that is, with an 'E' code) for the European Union, however, they are allowed in more specific food fields, such as mineral salts that are added to cereals and baby food, as well as iodized animal supplements.;Halal
E917;Potassium iodate;Glazing agent and sweetener;Iodine as a pure substance is a powerful oxidizing agent, mainly poisoned by the GI tract and direct toxicity against the cells of the retina. May cause a fire in contact with flammable or even combustible materials. Iodine is used especially in medicines for iodine deficiency and the treatment of thyroid hyperplasia and the protection of the thyroid in radioactive oceans. Possible nausea at therapeutic doses. To date, iodine has not been included as a food additive (that is, with the E symbol) of the European Union, but its use is permitted in more specific food areas, such as: mineral salts added to cereals and baby food.;Halal
E918;Nitrogen oxides;Glazing agent and sweetener;Nitric oxide can be manufactured industrially by passing air through an electric arc by oxidizing the ammonia to a platinum gauze. Nitrogen dioxide is produced by oxidation of nitric acid. Nitrogen oxides are proven pollutants, harmful both to the environment and to health. It has been reported that nitrogen dioxide as a pure substance, among other things, reacts with the blood and forms methemoglobin.;Halal
E919;Nitrosyl chloride;Glazing agent and sweetener;Nitrosyl chloride is a yellow gas that is most often found as a decomposition product of aqua regia, a mixture of hydrochloric acid and nitric acid. It can be manufactured in various ways, including by the reaction of chlorine with sodium nitrate. Very toxic gas in its pure state. Pure nitrosyl chloride is a highly toxic and corrosive gas. Inhalation causes severe irritation of the respiratory tract and damages the mucous membranes.;Halal
E920;L-cysteine;"flour treatment
agent";Cysteine is an amino acid found in a wide variety of foods, especially cereals. It participates in the synthesis of melanin, which is the natural pigment of the skin and hair. It can be obtained, among other things, by dissolving with hydrochloric acid feathers, pig hair or even human hair. This last mode of production is prohibited today. The origin of this additive can come from human hair or from some animal like the pig, in this case it is Haram. But sometimes it can be manufactured in a synthetic way (but it is economically more expensive), in this case it is Halal. For this reason it is Mushbooh.;Doubtful, should be certified
E921;L-cystine;improving agent;Cysteine is an amino acid found in a wide variety of foods, especially cereals. It participates in the synthesis of melanin, which is the natural pigment of the skin and hair. It can be obtained, among other things, by dissolving with hydrochloric acid feathers, pig hair or even human hair. This last mode of production is prohibited today. The origin of this additive can come from human hair or from some animal like the pig, in this case it is Haram. But sometimes it can be manufactured in a synthetic way (but it is economically more expensive), in this case it is Halal. For this reason it is Mushbooh.;Haram
E922;Potassium persulfate;improving agent;Potassium persulfate is a potassium salt of peroxydisulfuric acid. The latter is an oxo acid of sulfur, a strong oxidant that is used, among other things, in certain metal pickling. Pure potassium persulfate is classified as harmful and dangerous. If ingested it is irritating to the eyes, the skin and the respiratory tract, it is a sensitizer, its combustion can produce corrosive and toxic gases, while the waste can contaminate the environment.;Halal
E923;Ammonium persulfate;improving agent;Ammonium salt of peroxydisulfuric acid (or Marshall acid). The latter is an oxo acid of sulfur (a compound containing sulfur, oxygen and hydrogen), it is in its pure state a strong oxidant that is used, among other things, in certain metal pickling. Ammonium is naturally present in our body as a waste of metabolism, comes from the breakdown of proteins and is essentially produced by the intestine, kidneys and muscles (depleted by stress) to be eliminated by the liver. It is a compound additive that is very harmful to humans. Pure ammonium persulfate is a compound that is harmful by ingestion and is very destructive to mucous membranes, is not stable with water and is incompatible with organic matter.;Halal
E924;Potassium bromate;improving agent;Potassium salt of bromic acid, a synthetic compound that can be produced by passing bromine to a solution of potassium hydroxide. A pure substance is recognized as toxic by ingestion, inhalation or contact. In particular, it is incompatible with organic matter. It is very dangerous for the human. There are official reports that it can be carcinogenic to humans. It is not advisable to avoid this additive. Potassium bromate is also a cosmetic component (used as neutralizers or oxidants in hair curling preparations) and is also used as an industrial cleanser.;Halal
E924b;Calcium bromate;improving agent;Calcium salt of bromic acid, a synthetic compound that can be produced by passing bromine to a solution of calcium hydroxide. A pure substance is recognized as toxic by ingestion, inhalation or contact. In particular, it is incompatible with organic matter. It is very dangerous for the human. There are official reports that it can be carcinogenic to humans. It is not advisable to avoid this additive. Calcium bromate is also a cosmetic component (used as neutralizers or oxidants in hair curling preparations) and is also used as an industrial cleanser.;Halal
E925;Chlorine;preservative, bleach, improving agent;Chlorine as a single substance is a gas with a stifling odor that is very unpleasant and extremely toxic. In nature, chlorine is found only in combination with other elements, particularly sodium chloride (table salt), in this form it is necessary for many life forms. Its use for the disinfection of drinking water or pools generates dangerous products for our health. E925 is used as a flour treatment (bleaching) agent. It is also used for pharmaceuticals, cosmetics, the production of antiseptics, dyes, insecticides, paints and others.;Halal
E926;Chlorine dioxide (preservative);bleach;Chlorine dioxide is prepared synthetically, it is a reddish yellow gas. It is relatively stable in its gaseous and liquid state. In practice, it is never used in pure form. It is known that the pure substance is very toxic by ingestion, inhalation and contact, is particularly incompatible with organic matter and forms hydrogen chloride with water. E926 is used as a flour treatment (bleaching) agent. It is also used for pharmaceuticals, cosmetics, the production of antiseptics, dyes, insecticides, paints and others.;Halal
E927a;Azodicarbonamide;improving agent;The raw materials used or used in the production are sodium hydroxide, sulfuric acid (E513), hydrogen peroxide, urea (E927b), chlorine (E925), hydrazinium. Sodium hypochlorite (bleach), sodium chlorate, chromic acid, nitrogen dioxide (E918) and biurea. Chemically, pure azodicarbonamide is harmful and can act as a respiratory and cutaneous sensitizer, acute effects are a possibility of gastrointestinal disorders. Azodicarbonamide is bound to urea, the main waste excreted in the urine. It is used in flour with low gluten content to condition and strengthen the dough. And it is also used to whiten flour.;Halal
E927b;Carbamide (urea);improving agent;This additive is synthesized from ammonia and carbon dioxide. According to the JECFA informed by the WHO, the use at levels of up to 3% in chewing gum (only foods allowed to date, undated) is not a cause for concern. It is known that the pure substance causes acute effects (ingestion) nausea, vomiting, abdominal pain, diuretic effect and sore throat. Data among other mutagens, reprotoxic and tumorigenic reported by the American RTECS. Some other users: pharmaceutical products, cosmetics, ruminants of reproduction (urea as a nutritional additive in the diet, some sectors of differentiated quality prohibit their use), teeth whitening (carbamide peroxide).;Halal
E928;Benzoyl peroxide (improving agent);bleach;The manufacture of this benzoic acid peroxide, which is opaque to an uninitiated chemical, results from the reaction of the benzoyl chloride with sodium hydroxide or peroxide and or hydrogen peroxide. This product explodes in the dry state with shock, friction or high temperature. It is known that the pure substance is very dangerous by ingestion (acute or chronic effects). It is also very reactive and oxidizing, it is an explosive when it is not diluted. E928 is used for pharmaceutical products (including anti-acne with possible side effects), cosmetics as an active ingredient in teeth whitening systems, hair dyes and others.;Halal
E929;Acetone peroxide;Glazing agent and sweetener;Acetone peroxide is a primary explosive discovered in 1895 by Richard Wolffenstein. It is a family of unstable molecules that consist of cyclic organic peroxides. More often it is in the form of a white crystalline powder. It has a characteristic pungent smell. Pure acetone peroxide is a compound known to be very unstable and explosive. It is made of hydrogen peroxide and acetone, two chemicals that are questionable or harmful by ingestion.;Halal
E930;Calcium peroxide (improving agent);bleach;Calcium peroxide dissolves in acids to form hydrogen peroxide. Pure calcium peroxide is a strong oxidizing agent with acute effects and is corrosive and very dangerous by ingestion, inhalation and contact. The users of calcium peroxide are cosmetics, agriculture, aquaculture and soil restoration and others.;Halal
E938;Argon;packaging gas;Argon is a rare, colorless, tasteless and odorless gas that constitutes 0.9% of the air we breathe in the earth, it is used as a propellant (in aerosols) and gas for packaging. Its non-reactive nature makes it compatible with food products. Products without oxygen are protected against oxidation damage and are also protected against the invasion of bacteria and fungi. Obtained commercially by distillation of liquid air. No side effects were found.;Halal
E939;Helium;packaging gas;Helium is a gas. It is used as a propellant and as a stabilizer for packaged products. Including products sensitive to air or oxygen, such as dairy products. Like other noble gases, helium is extremely stable and does not easily form compounds with other elements. Helium, which is neutral under standard conditions, is non-toxic, has no biological role and is found in minute quantities in human blood. For large-scale use, helium is extracted by fractional distillation of natural gas, which can contain up to 7%. No side effects have been found. In large quantities it causes the voice to become sharper for a few seconds.;Halal
E940;Dichlorodifluoromethane;packaging gas;The dichlorodifluoromethane E940 is listed as gaz propellant. The E940 is used as an additive for food and cosmetics. Dichlorodifluoromethane is also sold under the name Freon-12 or R12 according to the list of fluorinated and refrigerant gases, it is a chlorofluorocarbon dangerous to the ozone layer and is used as a propellant in aerosols until its manufacture was banned in 1995. This is a greenhouse gas used as a propellant in aerosols. According to the consulted sources, the additive E940 can be reported as toxic, it is not particularly good for human health but there are few risks in low doses, on the other hand, in large doses it can be carcinogenic.;Halal
E941;Nitrogen (packaging gas);propellant;Nitrogen is a gas. It is used as a propellant and as a stabilizer for packaged products. It is also used as a freezing agent, especially in some kitchens they use it for desserts (such as to aerate some creams or mousses in order to give it more creaminess).    No side effects have been found.;Halal
E942;Nitrous oxide;propellant;Natural greenhouse gas, manufactured chemically from ammonium nitrate. Also called nitrous oxide, it is classified as a pollutant by the Kyoto Protocol. Sometimes it is reported to be toxic, but it is considered safe if it is used only as a propellant in the diet and not in high doses. Its use is not recommended during the first trimester of pregnancy. Nitrous oxide is also found in: pharmaceuticals (general anesthesia) and cosmetics (propellant).;Halal
E943a;Butane;propellant;Butane is obtained from petroleum fractions by pressure distillation of G.P.L (liquefied petroleum gases). It is also a component of lit cigarettes. Butane is used or intended to be used to displace or suppress oxygen in the processing, storage or packaging of beverage products and other foods, with the exception of fresh meat. It is a propeller in pastry pumps made of vegetable oil. No side effects known to date in the use of food. There are carcinogenic effects in laboratory animals. In high doses, pure butane is potentially narcotic. Butane E 943a contains very small and harmful residual amounts: methane and butadiene (a known carcinogen).;Halal
E943b;Isobutane;propellant;The hydrocarbon is found as a gas under normal conditions of temperature and pressure. The main source of isobutane is the refining of crude oil by catalytic or reformed cracking and natural gas fields. Very flammable It can ignite in the presence of static electricity. It is particularly a propeller in vegetable oil-based pastry pumps. This gas is odorless and colorless and the odor is so strong that the cylinders are added later for greater safety in the event of a gas leak. It is used as fuel, solvent, coolant and food additive. It is used in aerosols such as oil sprays, butter, cream and other products.;Halal
E944;Propane;propellant;Gas derived from other petroleum products by thermochemical processes of gas or oil. It is commonly used as a source of chemical energy by combustion in internal combustion engines, barbecues and boilers. It is used as fuel, solvent, coolant and food additive. It is used, among other things, for vegetable oils and aqueous emulsions to spray. It is also used as a propellant in cosmetics, pharmaceuticals, as well as fuel or fuel.;Halal
E945;Chloropentafluoroethane;propellant;Chloropentafluoroethane is a chlorofluorocarbon (CFC) used as a refrigerant. It is a transparent, colorless gas with an ethereal smell. Vapors may cause dizziness or suffocation without warning. Contact with this gas or liquefied gas can cause burns, serious injury and or freezing. It is prohibited by the Montreal Protocol because of its potential to destroy ozone. This prohibition does not affect industrial foods and certain medical applications.;Halal
E946;Octafluorocyclobutane;propellant;Transparent, colorless gas with an ethereal (weak) odor. Octafluorocyclobutane vapors may cause dizziness or suffocation without warning. Fire can produce irritating, corrosive and or toxic gases. In animals, the acute effects of this pure gas by inhalation are: possibility of cardiac arrhythmia, possibility of bronchoconstriction.;Halal
E948;Oxygen;packaging gas;Oxygen, commonly known as oxygen, is a transparent, colorless, odorless, tasteless and non-flammable gas. It is obtained by distillation of the air. It is used in aerosols such as oil sprays, butter, cream and other products. It is also used for packaging.;Halal
E949;Hydrogen;packaging gas;Hydrogen, commonly known as hydrogen, is a colorless and odorless natural gas, very abundant, present in water and all organic components. It is obtained by natural gas catalysis. It is the most abundant element in the universe. It is used in aerosols such as oil sprays, butter, cream and other products. It is also used for packaging.;Halal
E950;Acesulfame potassium;"flavour enhancer,
sweetener";This additive is approximately 200 times sweeter than sugar, stable to heat. As it has a bitter taste, it is usually combined with other sweeteners such as Aspartame and Sucralose. It is used in many products labeled without sugar, 0% sugar, 0% sugars, sugar free, etc. According to a 2005 study tested in mice, it is interpreted that consumed in the long term could be carcinogenic (with higher incidence of cancer in males) and be linked to neurological problems, hyperglycemia and insulin secretion.;Doubtful, should be certified
E951;Aspartame;"flavour enhancer,
sweetener";Synthetic low calorie sweetener. It is obtained from the mixture of 3 components: 50% Phenylalanine, 40% Aspartic Acid and 10% Methyl Ester. It is up to 200 times sweeter than sugar. It is used in many products labeled without sugar , 0% sugar , 0% sugars , sugar free , etc. There are reports that show that there are more common side effects such as weight deregulation, the formation of different forms of cancer and the effect on the brain. A synthetic sweetener but alcohol is used during processing. In this case it is Haram;Doubtful, should be certified
E952  (i), (ii), (iv);"- cyclamic acid (i)
- calcium cyclamate (ii)
- sodium cyclamate (iv)";sweetener;It is obtained by a reaction of Cyclohexylamine with Sulfamic Acid or Sulfur Trioxide. This additive is a synthetic low calorie sweetener. It is up to 40 times sweeter than ordinary sugar, but at the same time it is the artificial sweetener with less sweetness. It is divided into 3 classes: Cyclamic Acid, Sodium Cyclamate and Calcium Cyclamate. After several investigations, this additive is considered very toxic and could cause cancer if its consumption is not controlled. It is advisable to avoid this additive.;Doubtful, should be certified
E953;Isomalt, Isomaltitol;"anticaking agent,
bulking agent,
glazing agent,
stabilizer, sweetener, thickener";Isomalt is obtained by catalytic hydrogenation (nickel) of isomaltulose prepared by enzymatic isomerization of sucrose. No side effects have been found. But in large doses can cause flatulations and diarrhea, like many other sugar alcohols.;Doubtful, should be certified
E954 (i), (ii), (iii), (iv);"- saccharin (i)
- calcium saccharin (ii)
- potassium saccharin (iii)
- sodium saccharin (iv)";sweetener;This artificial sweetening additive can be produced from toluene (methylbenzene), anthranilic acid (successive reaction with nitrous acid, sulfur dioxide, chlorine and ammonia). Carcinogenic effects have been observed in guinea pigs. Subsequently, additional studies under the pressure of the food industry led to the elimination of this warning. In low doses can present great risks of allergies. In large doses it causes bladder cancer in rats. This product contains saccharin, which causes cancer in laboratory animals.;Doubtful, should be certified
E955;Sucralose (Trichlorogalactosucrose);flavour enhancer, sweetener;Synthetic low calorie sweetener. It is up to 600 times sweeter than sugar. It is used in many products labeled without sugar , 0% sugar , 0% sugars, sugar free , etc. In large doses causes the destruction of the immune system affecting mainly the liver and kidneys. There are many studies that show that it can cause severe DNA damage.;Doubtful, should be certified
E956;Alitame;sweetener;Synthetic low calorie sweetener. It is up to 2000 times sweeter than sugar. It is used in many products labeled without sugar , 0% sugar , 0% sugars , sugar free , etc. No side effects have been found at the moment. But it is an additive that does not have much information about its toxicity in humans.;Doubtful, should be certified
E957;Thaumatin (sweetener);flavour enhancer;Sweetener 1600 to 3000 times sweeter than natural sugar. Thaumatin is a sugar protein, traditionally derived from the fruit of the African tropical plant katemfe. Its flavor is persistent, with a slight liqueur taste and its properties are used to modify flavors and not exclusively as a sweetener. Thaumatin, consumed in high doses, seems to have mild laxative effects and cause mild abdominal pain, but the doses that should be ingested to know these drawbacks are extremely important.;Halal
E958;Glycyrrhizin (sweetener);flavour enhancer;Natural sweetener. It is derived from the licorice root. It has an aniseed and bittersweet flavor. It is used as a substitute for sugar because it does not produce caries and is suitable for diabetics. In high doses, glycyrrhizin may aggravate hypertension, water retention, hypokalemia (low potassium level) and other possible symptoms.;Halal
